Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntCoke,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Age_Group,Gen_Group,DaysAsCustomer,NumChildren,NumAcceptedCmp,Total_Purchases,Total_Spending,Conversion_Rate
S2,Menikah,49605000.0,0,0,2014-06-21,65,42000,16000,29000,12000,20000,8000,1,2,1,4,3,0,0,0,0,0,0,0,56,Senior,Gen X,3023,0,0,8,127000,0.0
S2,Menikah,59354000.0,0,2,2014-04-24,59,295000,21000,78000,39000,13000,13000,1,4,4,7,3,0,0,0,0,0,0,0,69,Late Senior,Boomers,3081,2,0,16,459000,0.0
S1,Menikah,65747000.0,0,1,2014-03-07,96,346000,17000,48000,23000,13000,13000,4,8,1,6,6,0,1,0,0,0,0,0,53,Mature,Gen X,3129,1,1,19,460000,0.2
D3,Bertunangan,46344000.0,0,1,2012-12-14,28,233000,20000,57000,8000,20000,91000,4,7,1,5,7,0,0,0,0,0,0,0,50,Mature,Gen X,3577,1,0,17,429000,0.0
S1,Duda,34176000.0,1,0,2014-05-12,12,5000,7000,24000,19000,14000,20000,4,3,0,4,6,0,0,0,0,0,0,0,34,Adult,Millennials,3063,1,0,11,89000,0.0
S3,Bertunangan,61010000.0,0,1,2012-10-09,57,888000,0,57000,0,0,76000,2,8,5,11,5,0,0,0,0,0,0,0,70,Late Senior,Boomers,3643,1,0,26,1021000,0.0
S1,Bertunangan,69372000.0,0,0,2013-02-19,10,997000,26000,269000,34000,13000,42000,1,10,4,6,4,0,1,1,0,0,0,1,73,Late Senior,Boomers,3510,0,3,21,1381000,0.8
S1,Lajang,49967000.0,0,1,2013-07-08,4,212000,6000,69000,4000,12000,3000,3,6,1,5,7,0,0,0,0,0,0,0,64,Senior,Boomers,3371,1,0,15,306000,0.0
S1,Lajang,60199000.0,1,2,2013-09-12,49,8000,1000,7000,2000,0,0,1,0,0,3,4,0,0,0,0,0,0,0,44,Late Adult,Gen X,3305,3,0,4,18000,0.0
S1,Bertunangan,55375000.0,0,1,2013-10-17,3,42000,11000,57000,10000,28000,14000,1,1,1,6,2,0,0,0,0,0,0,0,45,Mature,Gen X,3270,1,0,9,162000,0.0
S1,Lajang,80317000.0,0,0,2013-08-20,64,536000,11000,387000,149000,91000,57000,1,3,4,10,1,0,0,0,0,0,0,0,67,Late Senior,Boomers,3328,0,0,18,1231000,0.0
S2,Lajang,30523000.0,2,1,2013-07-01,0,5000,0,3000,0,0,5000,1,1,0,2,7,0,0,0,0,0,0,0,64,Senior,Boomers,3378,3,0,4,13000,0.0
S3,Menikah,70356000.0,0,0,2012-11-05,20,1349000,16000,249000,43000,16000,33000,2,10,6,9,6,0,0,0,0,0,0,0,77,Late Senior,Boomers,3616,0,0,27,1706000,0.0
S1,Menikah,23228000.0,1,0,2014-01-05,91,53000,3000,49000,7000,4000,5000,4,3,0,4,8,0,0,0,0,0,0,0,38,Late Adult,Millennials,3190,1,0,11,121000,0.0
S3,Cerai,74165000.0,0,0,2013-05-01,9,1001000,12000,240000,16000,12000,12000,1,5,4,10,2,0,0,0,0,0,0,0,47,Mature,Gen X,3439,0,0,20,1293000,0.0
S3,Menikah,157243000.0,0,1,2014-03-01,98,20000,2000,1582000,1000,2000,1000,15,0,22,0,0,0,0,0,0,0,0,0,49,Mature,Gen X,3135,1,0,37,1608000,0.0
S1,Bertunangan,43482000.0,2,1,2013-11-13,83,18000,1000,32000,6000,3000,28000,3,2,0,4,6,0,0,0,0,0,0,0,56,Senior,Gen X,3243,3,0,9,88000,0.0
S1,Cerai,62551000.0,0,0,2013-11-18,27,125000,16000,98000,134000,21000,27000,1,6,7,4,3,1,0,0,0,0,0,0,69,Late Senior,Boomers,3238,0,1,18,421000,0.3
S1,Cerai,52332000.0,0,0,2013-08-28,63,212000,5000,33000,7000,0,2000,1,3,2,6,4,0,1,0,0,0,0,0,63,Senior,Boomers,3320,0,1,12,259000,0.2
S1,Lajang,66951000.0,0,0,2013-11-02,46,277000,162000,305000,173000,76000,124000,1,3,4,7,1,0,0,0,0,0,0,0,34,Adult,Millennials,3254,0,0,15,1117000,0.0
S1,Bertunangan,26091000.0,1,1,2014-02-25,84,15000,10000,19000,8000,17000,20000,3,2,1,3,5,0,0,0,0,0,0,0,65,Late Senior,Boomers,3139,2,0,9,89000,0.0
S1,Bertunangan,33456000.0,1,1,2014-04-21,58,7000,3000,10000,8000,1000,7000,2,1,0,3,7,0,0,0,0,0,0,0,57,Senior,Gen X,3084,2,0,6,36000,0.0
S1,Menikah,28718000.0,1,0,2013-07-13,78,12000,4000,6000,11000,8000,16000,2,2,0,3,8,0,0,0,0,0,0,0,40,Late Adult,Millennials,3366,1,0,7,57000,0.0
S1,Menikah,50447000.0,2,0,2014-04-21,4,85000,7000,24000,2000,3000,27000,1,3,1,3,6,0,0,0,0,0,0,0,52,Mature,Gen X,3084,2,0,8,148000,0.0
S3,Bertunangan,53537000.0,1,1,2014-01-30,17,81000,0,6000,0,0,6000,2,2,1,3,5,0,0,0,0,0,0,0,63,Senior,Boomers,3165,2,0,8,93000,0.0
S1,Lajang,52074000.0,0,1,2014-04-04,77,59000,0,12000,0,0,48000,1,2,2,2,4,1,0,0,0,0,0,0,55,Senior,Gen X,3101,1,1,7,119000,0.2
S3,Menikah,80427000.0,0,1,2012-09-12,56,1149000,71000,449000,69000,71000,26000,1,11,8,8,5,0,0,0,0,0,0,0,47,Mature,Gen X,3670,1,0,28,1835000,0.0
S3,Menikah,83837000.0,0,0,2012-12-16,79,847000,66000,119000,86000,89000,111000,1,9,10,5,4,0,1,0,1,0,0,1,74,Late Senior,Boomers,3575,0,3,25,1318000,0.8
S3,Menikah,38853000.0,1,1,2014-05-23,90,29000,0,14000,0,0,2000,2,2,0,3,7,0,0,0,0,0,0,0,52,Mature,Gen X,3052,2,0,7,45000,0.0
S1,Bertunangan,38285000.0,2,1,2014-06-24,96,2000,0,5000,2000,0,1000,1,0,0,3,2,0,0,0,0,0,0,0,63,Senior,Boomers,3020,3,0,4,10000,0.0
D3,Menikah,78497000.0,0,0,2013-12-01,44,207000,26000,447000,75000,0,223000,1,5,7,12,2,0,0,0,1,0,0,0,71,Late Senior,Boomers,3225,0,1,25,978000,0.5
S3,Menikah,51650000.0,0,1,2014-05-11,81,152000,3000,22000,2000,5000,7000,1,4,1,4,5,0,0,0,0,0,0,0,46,Mature,Gen X,3064,1,0,10,191000,0.0
D3,Menikah,16248000.0,1,0,2014-05-10,77,12000,11000,10000,3000,12000,9000,3,2,1,3,6,0,0,0,0,0,0,0,34,Adult,Millennials,3065,1,0,9,57000,0.0
S2,Menikah,66835000.0,0,0,2013-09-28,21,620000,26000,195000,34000,17000,141000,1,6,4,13,2,0,0,0,0,0,0,0,76,Late Senior,Boomers,3289,0,0,24,1033000,0.0
S2,Menikah,30477000.0,1,0,2014-01-22,16,47000,1000,6000,0,0,12000,1,1,1,3,6,0,0,0,0,0,0,0,38,Late Adult,Millennials,3173,1,0,6,66000,0.0
SMA,Menikah,28249000.0,0,0,2014-06-15,80,1000,9000,7000,2000,14000,10000,1,2,0,3,6,0,0,0,0,0,0,0,61,Senior,Boomers,3029,0,0,6,43000,0.0
S1,Menikah,25271000.0,1,0,2012-12-05,45,10000,1000,18000,10000,4000,7000,1,1,1,2,9,0,0,0,0,0,0,0,39,Late Adult,Millennials,3586,1,0,5,50000,0.0
S3,Lajang,32303000.0,0,1,2014-03-08,63,35000,0,2000,0,0,2000,2,1,0,4,5,0,0,0,0,0,0,0,52,Mature,Gen X,3128,1,0,7,39000,0.0
S1,Menikah,61286000.0,0,1,2013-08-02,34,356000,0,107000,19000,9000,117000,2,7,1,8,5,0,0,0,0,0,0,0,56,Senior,Gen X,3346,1,0,18,608000,0.0
S1,Menikah,74068000.0,0,0,2013-03-19,14,783000,30000,537000,140000,76000,15000,1,4,10,9,2,0,0,0,0,0,0,0,46,Mature,Gen X,3482,0,0,24,1581000,0.0
S3,Menikah,45759000.0,1,1,2013-02-23,13,42000,1000,18000,3000,0,4000,2,2,0,3,7,0,0,0,0,0,0,0,58,Senior,Boomers,3506,2,0,7,68000,0.0
SMA,Bertunangan,24882000.0,1,0,2012-09-09,52,1000,4000,10000,29000,0,36000,1,1,1,2,6,1,0,0,0,0,0,0,44,Late Adult,Gen X,3673,1,1,5,80000,0.2
S3,Bertunangan,66973000.0,0,0,2013-05-17,98,466000,22000,432000,147000,113000,102000,1,8,7,12,3,0,0,0,0,0,0,0,33,Adult,Millennials,3423,0,0,28,1282000,0.0
D3,Cerai,36640000.0,1,0,2013-09-26,99,15000,6000,8000,7000,4000,25000,1,2,1,2,5,0,0,0,0,0,1,0,122,Late Senior,Boomers,3291,1,0,6,65000,0.0
S1,Menikah,38872000.0,1,0,2013-05-30,93,23000,3000,21000,3000,19000,22000,2,3,0,3,8,0,0,0,0,0,0,0,34,Adult,Millennials,3410,1,0,8,91000,0.0
S1,Menikah,51148000.0,1,1,2013-02-18,38,235000,6000,45000,8000,9000,12000,4,5,1,6,6,0,0,0,0,0,0,0,49,Mature,Gen X,3511,2,0,16,315000,0.0
S1,Menikah,31353000.0,1,1,2013-12-29,24,10000,0,10000,3000,1000,7000,2,1,1,2,8,0,0,0,0,0,0,0,45,Mature,Gen X,3197,2,0,6,31000,0.0
S2,Menikah,69661000.0,0,0,2014-05-13,80,656000,16000,106000,32000,16000,8000,1,7,3,12,3,0,0,0,0,0,0,0,42,Late Adult,Gen X,3062,0,0,23,834000,0.0
S1,Menikah,80067000.0,0,0,2013-09-19,82,519000,17000,813000,27000,173000,51000,1,4,6,6,2,0,0,1,0,0,0,0,68,Late Senior,Boomers,3298,0,1,17,1600000,0.5
S1,Menikah,86718000.0,0,0,2013-01-17,20,344000,189000,482000,50000,33000,172000,1,5,6,5,2,0,0,0,0,0,0,0,68,Late Senior,Boomers,3543,0,0,17,1270000,0.0
S3,Lajang,46854000.0,1,1,2014-03-31,81,96000,1000,79000,7000,1000,79000,6,5,1,3,8,1,0,0,0,0,0,1,49,Mature,Gen X,3105,2,2,15,263000,0.2
S1,Cerai,69142000.0,0,1,2014-06-29,50,448000,4000,34000,6000,4000,39000,3,8,1,7,5,0,1,0,0,0,0,0,70,Late Senior,Boomers,3015,1,1,19,535000,0.2
S1,Lajang,75922000.0,0,0,2013-12-09,60,265000,138000,553000,224000,23000,92000,1,4,4,9,1,0,0,0,0,0,0,0,54,Mature,Gen X,3217,0,0,18,1295000,0.0
S1,Cerai,63693000.0,0,1,2013-10-14,63,587000,43000,337000,42000,87000,54000,3,11,6,9,6,0,0,0,0,0,0,0,44,Late Adult,Gen X,3273,1,0,29,1150000,0.0
S3,Bertunangan,102160000.0,0,0,2012-11-02,54,763000,29000,138000,76000,176000,58000,0,7,9,10,4,0,1,1,1,0,0,1,45,Mature,Gen X,3619,0,4,26,1240000,1.0
S3,Lajang,40637000.0,1,1,2013-07-17,72,22000,0,13000,0,0,3000,2,1,0,3,7,0,0,0,0,0,0,0,57,Senior,Gen X,3362,2,0,6,38000,0.0
S2,Lajang,18890000.0,0,0,2012-11-10,5,6000,4000,1000,7000,2000,15000,1,0,1,2,6,1,0,0,0,0,0,1,38,Late Adult,Millennials,3611,0,2,4,35000,0.3
S1,Bertunangan,29604000.0,1,0,2013-12-08,88,7000,6000,13000,7000,6000,14000,1,1,0,3,9,1,0,0,0,0,0,0,34,Adult,Millennials,3218,1,1,5,53000,0.1
S2,Cerai,48721000.0,1,1,2013-05-13,50,81000,18000,113000,47000,13000,21000,6,4,2,5,6,0,0,0,0,0,0,0,59,Senior,Boomers,3427,2,0,17,293000,0.0
S1,Menikah,44794000.0,0,1,2014-06-08,99,54000,0,7000,0,0,4000,1,2,0,3,6,0,0,0,0,0,0,0,56,Senior,Gen X,3036,1,0,6,65000,0.0
S1,Cerai,64497000.0,0,1,2012-09-10,17,1170000,48000,320000,42000,32000,192000,5,11,4,9,8,1,0,0,0,0,0,1,68,Late Senior,Boomers,3672,1,2,29,1804000,0.2
S1,Bertunangan,46097000.0,0,1,2013-03-31,11,72000,24000,68000,65000,4000,8000,5,3,1,6,4,0,0,0,0,0,0,0,66,Late Senior,Boomers,3470,1,0,15,241000,0.0
S1,Bertunangan,77972000.0,0,0,2014-03-18,18,613000,22000,319000,33000,102000,12000,1,4,6,9,1,0,0,0,0,0,0,0,68,Late Senior,Boomers,3118,0,0,20,1101000,0.0
S3,Menikah,44377000.0,1,1,2012-10-05,70,224000,0,30000,0,0,10000,8,5,1,5,8,0,0,0,0,0,0,0,54,Mature,Gen X,3647,2,0,19,264000,0.0
S2,Bertunangan,46014000.0,1,1,2013-01-21,21,410000,0,59000,19000,9000,44000,10,7,1,8,7,0,0,0,0,0,0,0,48,Mature,Gen X,3539,2,0,26,541000,0.0
S1,Menikah,70951000.0,0,0,2013-05-04,66,239000,10000,554000,254000,87000,54000,1,3,4,9,1,0,0,0,0,0,0,0,37,Late Adult,Millennials,3436,0,0,17,1198000,0.0
S1,Menikah,41443000.0,1,0,2014-04-01,79,171000,7000,171000,25000,19000,89000,6,8,1,5,8,0,0,0,0,0,0,0,45,Mature,Gen X,3104,1,0,20,482000,0.0
D3,Lajang,52195000.0,2,1,2014-05-12,2,12000,0,4000,0,0,1000,1,1,0,2,8,0,0,0,0,0,0,0,44,Late Adult,Gen X,3063,3,0,4,17000,0.0
S2,Menikah,83790000.0,0,0,2013-11-15,81,1076000,16000,417000,42000,48000,16000,1,8,10,6,3,0,1,1,0,0,0,0,74,Late Senior,Boomers,3241,0,2,25,1615000,0.7
S2,Janda,44551000.0,0,1,2013-08-31,24,182000,4000,33000,0,0,66000,2,4,1,5,7,0,0,0,0,0,0,0,68,Late Senior,Boomers,3317,1,0,12,285000,0.0
S1,Bertunangan,69508000.0,1,0,2012-11-14,48,824000,32000,162000,42000,32000,43000,2,11,4,11,6,0,0,0,0,0,0,0,42,Late Adult,Gen X,3607,1,0,28,1135000,0.0
D3,Bertunangan,45204000.0,1,0,2014-04-11,93,30000,11000,25000,29000,1000,18000,1,1,1,4,3,0,0,0,0,0,0,0,34,Adult,Millennials,3094,1,0,7,114000,0.0
S1,Menikah,72460000.0,0,0,2013-11-14,56,377000,10000,540000,80000,30000,10000,1,3,5,7,1,0,0,0,0,0,0,0,53,Mature,Gen X,3242,0,0,16,1047000,0.0
S3,Bertunangan,77622000.0,0,2,2014-04-14,3,520000,7000,154000,19000,0,14000,2,6,3,11,3,0,0,0,0,0,0,0,52,Mature,Gen X,3091,2,0,22,714000,0.0
S3,Menikah,30732000.0,1,0,2013-01-05,44,155000,1000,25000,0,1000,3000,4,4,1,4,8,0,0,0,0,0,0,0,42,Late Adult,Gen X,3555,1,0,13,185000,0.0
S1,Cerai,63887000.0,0,1,2012-09-08,38,897000,23000,207000,15000,11000,92000,5,9,6,12,6,0,0,0,0,0,0,0,60,Senior,Boomers,3674,1,0,32,1245000,0.0
S1,Bertunangan,42011000.0,1,0,2013-03-26,46,131000,0,16000,2000,1000,39000,4,3,1,4,8,0,0,0,0,0,0,0,44,Late Adult,Gen X,3475,1,0,12,189000,0.0
S1,Bertunangan,51369000.0,0,1,2012-10-25,84,297000,7000,79000,0,11000,182000,2,8,2,4,8,0,0,0,0,0,0,0,46,Mature,Gen X,3627,1,0,16,576000,0.0
S1,Cerai,51537000.0,0,1,2012-12-09,27,787000,20000,204000,0,0,92000,3,2,2,11,8,0,0,0,0,0,0,0,70,Late Senior,Boomers,3582,1,0,18,1103000,0.0
S3,Menikah,79930000.0,0,0,2012-08-08,72,792000,86000,740000,67000,51000,17000,1,3,5,8,2,0,0,0,0,0,0,0,50,Mature,Gen X,3705,0,0,17,1753000,0.0
S3,Bertunangan,34320000.0,1,0,2014-02-16,66,4000,1000,9000,3000,0,0,1,1,0,2,8,0,0,0,0,0,0,0,36,Late Adult,Millennials,3148,1,0,4,17000,0.0
S1,Lajang,37070000.0,1,1,2013-03-20,30,231000,7000,137000,4000,15000,39000,9,5,1,8,7,0,0,0,0,0,0,1,56,Senior,Gen X,3481,2,1,23,433000,0.1
D3,Cerai,81975000.0,0,1,2013-01-05,2,983000,76000,184000,180000,138000,27000,1,6,3,4,7,0,0,1,0,0,0,0,60,Senior,Boomers,3555,1,1,14,1588000,0.1
S1,Bertunangan,38590000.0,1,0,2013-05-15,65,3000,1000,8000,4000,3000,3000,1,1,0,2,8,0,0,0,0,0,0,0,51,Mature,Gen X,3425,1,0,4,22000,0.0
S1,Lajang,15033000.0,0,0,2014-04-16,37,0,4000,5000,6000,0,4000,1,1,0,3,3,0,0,0,0,0,0,0,71,Late Senior,Boomers,3089,0,0,5,19000,0.0
S3,Menikah,62745000.0,0,1,2013-03-23,89,562000,21000,464000,28000,10000,32000,3,7,8,11,5,0,0,0,0,0,0,0,57,Senior,Gen X,3478,1,0,29,1117000,0.0
D3,Menikah,22212000.0,1,0,2013-12-09,49,5000,9000,20000,6000,8000,21000,2,2,0,4,6,0,0,0,0,0,0,0,47,Mature,Gen X,3217,1,0,8,69000,0.0
S2,Bertunangan,23661000.0,1,0,2013-12-04,46,18000,0,4000,0,0,1000,1,1,0,3,7,0,0,0,0,0,0,0,40,Late Adult,Millennials,3222,1,0,5,23000,0.0
S3,Lajang,79761000.0,0,1,2013-10-04,32,415000,5000,124000,15000,35000,11000,1,5,2,11,3,0,0,0,0,0,0,0,64,Senior,Boomers,3283,1,0,19,605000,0.0
S1,Lajang,7500000.0,1,0,2013-12-26,54,5000,3000,10000,12000,7000,20000,4,3,1,3,7,0,0,0,0,0,0,0,49,Mature,Gen X,3200,1,0,11,57000,0.0
D3,Lajang,60182000.0,0,1,2014-05-17,23,8000,0,5000,7000,0,2000,1,1,0,2,4,0,0,0,0,0,0,0,129,Late Senior,,3058,1,0,4,22000,0.0
S1,Janda,73455000.0,0,0,2013-10-28,98,901000,61000,757000,186000,163000,20000,1,6,5,10,3,0,1,0,0,0,0,0,54,Mature,Gen X,3259,0,1,22,2088000,0.3
S1,Bertunangan,64961000.0,0,1,2012-12-23,97,382000,114000,276000,75000,124000,38000,2,6,4,4,3,0,0,0,0,0,0,0,64,Senior,Boomers,3568,1,0,16,1009000,0.0
S1,Lajang,22804000.0,1,0,2013-07-31,75,14000,1000,7000,2000,1000,1000,1,2,0,2,9,0,0,0,0,0,0,0,51,Mature,Gen X,3348,1,0,5,26000,0.0
S1,Menikah,73687000.0,0,0,2013-11-28,8,559000,153000,503000,218000,13000,181000,1,3,9,9,2,0,0,0,1,0,0,1,32,Adult,Millennials,3228,0,2,22,1627000,1.0
S1,Menikah,61074000.0,0,1,2012-08-17,37,789000,0,133000,0,28000,152000,7,11,5,8,7,0,0,0,0,0,0,0,64,Senior,Boomers,3696,1,0,31,1102000,0.0
S3,Menikah,31686000.0,1,1,2014-06-05,31,11000,0,5000,0,0,1000,2,1,0,3,6,0,0,0,0,0,0,0,58,Senior,Boomers,3039,2,0,6,17000,0.0
S1,Menikah,80134000.0,1,0,2013-05-20,40,1218000,16000,272000,104000,0,80000,2,5,3,6,6,0,1,1,1,0,0,1,50,Mature,Gen X,3420,1,4,16,1690000,0.7
S1,Menikah,75027000.0,0,1,2013-01-09,74,925000,64000,179000,133000,12000,77000,2,9,4,6,5,0,0,0,0,0,0,0,69,Late Senior,Boomers,3551,1,0,21,1390000,0.0
S3,Menikah,67546000.0,0,0,2012-08-31,90,864000,134000,768000,150000,38000,172000,1,4,10,5,3,0,0,0,0,0,0,0,34,Adult,Millennials,3682,0,0,20,2126000,0.0
S2,Bertunangan,65176000.0,0,1,2012-10-29,57,960000,28000,183000,220000,70000,70000,4,9,6,6,6,0,0,0,0,0,0,0,53,Mature,Gen X,3623,1,0,25,1531000,0.0
S2,Lajang,31160000.0,1,0,2013-09-16,59,16000,3000,25000,6000,1000,13000,2,2,0,3,8,0,0,0,0,0,0,0,47,Mature,Gen X,3301,1,0,7,64000,0.0
S1,Lajang,29938000.0,1,0,2013-10-27,52,3000,3000,7000,0,2000,11000,2,1,0,3,6,0,0,0,0,0,0,0,37,Late Adult,Millennials,3260,1,0,6,26000,0.0
S1,Cerai,102692000.0,0,0,2013-04-05,5,168000,148000,444000,32000,172000,148000,1,6,9,13,2,0,1,1,1,1,0,1,48,Mature,Gen X,3465,0,5,29,1112000,2.5
D3,Bertunangan,26490000.0,0,0,2012-09-22,92,45000,47000,52000,21000,20000,25000,2,3,1,5,6,0,0,0,0,0,0,0,64,Senior,Boomers,3660,0,0,11,210000,0.0
S1,Bertunangan,75702000.0,1,1,2012-08-29,77,650000,28000,353000,45000,42000,30000,5,4,6,11,8,0,0,0,0,0,0,0,55,Senior,Gen X,3684,2,0,26,1148000,0.0
S3,Lajang,30899000.0,1,0,2012-10-13,35,24000,0,8000,0,0,1000,2,1,0,3,6,0,0,0,0,0,0,0,48,Mature,Gen X,3639,1,0,6,33000,0.0
S3,Bertunangan,63342000.0,0,1,2012-10-16,48,918000,21000,118000,13000,10000,21000,3,8,3,5,6,0,1,0,0,0,0,0,61,Senior,Boomers,3636,1,1,19,1101000,0.2
S1,Lajang,45989000.0,0,1,2012-10-22,97,138000,33000,87000,28000,24000,12000,4,3,2,7,3,0,0,0,0,0,0,0,58,Senior,Boomers,3630,1,0,16,322000,0.0
S1,Lajang,18701000.0,1,1,2013-06-04,95,12000,4000,2000,10000,6000,10000,4,2,0,4,5,0,0,0,0,0,0,0,58,Senior,Boomers,3405,2,0,10,44000,0.0
S3,Lajang,40737000.0,2,1,2013-12-08,24,11000,0,4000,0,0,2000,1,1,0,2,8,0,0,0,0,0,0,0,65,Late Senior,Boomers,3218,3,0,4,17000,0.0
S1,Cerai,15287000.0,1,0,2012-10-10,60,1000,2000,8000,4000,3000,13000,2,1,1,2,7,1,0,0,0,0,0,1,43,Late Adult,Gen X,3642,1,2,6,31000,0.3
S3,Cerai,69674000.0,0,2,2013-05-22,46,554000,41000,215000,11000,0,24000,3,10,2,10,5,0,0,0,0,0,0,0,54,Mature,Gen X,3418,2,0,25,845000,0.0
S2,Menikah,44159000.0,1,0,2014-06-17,85,167000,2000,62000,24000,13000,7000,4,4,1,6,5,0,0,0,0,0,0,0,52,Mature,Gen X,3027,1,0,15,275000,0.0
S3,Menikah,37717000.0,1,0,2012-11-23,31,9000,0,6000,4000,1000,5000,1,1,0,2,9,0,0,0,0,0,0,0,44,Late Adult,Gen X,3598,1,0,4,25000,0.0
S2,Bertunangan,43776000.0,1,1,2013-02-03,9,177000,2000,71000,3000,2000,20000,6,5,2,4,8,0,0,0,0,0,0,1,70,Late Senior,Boomers,3526,2,1,17,275000,0.1
S2,Menikah,38179000.0,1,1,2013-03-14,30,38000,4000,22000,4000,2000,20000,4,3,1,3,7,0,0,0,0,0,0,0,56,Senior,Gen X,3487,2,0,11,90000,0.0
S1,Menikah,80124000.0,0,0,2014-06-26,47,483000,84000,398000,205000,84000,241000,1,3,7,8,1,1,0,0,0,0,0,0,59,Senior,Boomers,3018,0,1,19,1495000,1.0
S3,Menikah,38097000.0,1,1,2012-10-15,70,77000,2000,35000,0,1000,69000,4,3,2,2,7,1,0,0,0,0,0,1,52,Mature,Gen X,3637,2,2,11,184000,0.3
S1,Menikah,72940000.0,0,0,2013-06-19,13,182000,74000,298000,162000,149000,116000,1,3,3,6,1,0,0,0,0,0,0,0,52,Mature,Gen X,3390,0,0,13,981000,0.0
S1,Bertunangan,22070000.0,1,0,2013-10-04,11,10000,7000,19000,8000,2000,21000,2,2,2,2,6,0,0,0,0,0,0,0,52,Mature,Gen X,3283,1,0,8,67000,0.0
S1,Lajang,69267000.0,0,0,2012-09-22,31,778000,44000,499000,95000,73000,146000,2,3,4,5,7,0,0,0,0,0,0,1,69,Late Senior,Boomers,3660,0,1,14,1635000,0.1
S2,Lajang,31788000.0,1,0,2014-03-20,15,16000,7000,23000,0,8000,6000,3,3,0,4,5,0,0,0,0,0,1,0,39,Late Adult,Millennials,3116,1,0,10,60000,0.0
S3,Bertunangan,61905000.0,0,1,2014-02-04,2,167000,0,43000,6000,2000,13000,2,4,2,4,5,0,0,0,0,0,0,0,47,Mature,Gen X,3160,1,0,12,231000,0.0
S1,Menikah,29315000.0,1,1,2014-04-06,55,13000,2000,14000,8000,7000,4000,4,2,0,4,6,0,0,0,0,0,0,0,62,Senior,Boomers,3099,2,0,10,48000,0.0
S1,Cerai,33378000.0,1,1,2013-02-06,38,33000,6000,40000,3000,7000,10000,3,2,0,4,7,0,0,0,0,0,0,0,59,Senior,Boomers,3523,2,0,9,99000,0.0
S3,Bertunangan,66313000.0,0,1,2013-09-16,86,625000,7000,99000,10000,22000,7000,2,6,3,12,4,0,0,0,0,0,0,0,59,Senior,Boomers,3301,1,0,23,770000,0.0
S1,Lajang,60714000.0,0,0,2013-01-17,56,216000,162000,224000,101000,92000,162000,2,7,4,10,5,0,0,0,0,0,0,1,66,Late Senior,Boomers,3543,0,1,23,957000,0.2
S2,Bertunangan,77882000.0,0,0,2014-04-30,29,68000,129000,396000,188000,22000,15000,1,3,3,5,1,0,0,0,0,0,0,0,41,Late Adult,Millennials,3075,0,0,12,818000,0.0
S3,Lajang,69867000.0,0,0,2013-04-02,30,196000,0,512000,33000,130000,54000,1,3,5,8,1,0,0,0,1,0,0,1,36,Late Adult,Millennials,3468,0,2,17,925000,2.0
S2,Cerai,63841000.0,0,1,2013-04-21,64,635000,15000,100000,20000,7000,131000,1,9,3,9,6,0,0,0,0,0,0,0,54,Mature,Gen X,3449,1,0,22,908000,0.0
SMA,Menikah,24480000.0,1,0,2013-02-11,46,4000,19000,9000,28000,25000,17000,3,3,0,4,7,0,0,0,0,0,0,0,41,Late Adult,Millennials,3518,1,0,10,102000,0.0
S1,Bertunangan,51369000.0,0,1,2012-10-25,84,297000,7000,79000,0,11000,182000,2,8,2,4,8,0,0,0,0,0,0,0,46,Mature,Gen X,3627,1,0,16,576000,0.0
S1,Bertunangan,37760000.0,0,0,2012-08-31,20,84000,5000,38000,150000,12000,28000,2,4,1,6,7,0,0,0,0,0,0,0,76,Late Senior,Boomers,3682,0,0,13,317000,0.0
S3,Bertunangan,65640000.0,0,1,2014-03-01,74,204000,7000,149000,20000,15000,66000,1,5,1,8,2,0,0,0,0,0,0,0,48,Mature,Gen X,3135,1,0,15,461000,0.0
S2,Menikah,44319000.0,1,1,2014-04-17,18,26000,0,8000,0,0,3000,2,2,0,3,5,0,0,0,0,0,0,0,47,Mature,Gen X,3088,2,0,7,37000,0.0
S1,Menikah,30631000.0,1,0,2013-07-12,75,15000,6000,20000,4000,5000,20000,1,3,1,2,7,0,0,0,0,0,0,0,48,Mature,Gen X,3367,1,0,7,70000,0.0
S1,Bertunangan,75278000.0,0,0,2013-01-29,17,304000,98000,230000,150000,74000,74000,1,6,3,13,3,0,0,0,0,0,0,0,70,Late Senior,Boomers,3531,0,0,23,930000,0.0
S2,Bertunangan,50898000.0,1,1,2013-01-08,88,285000,28000,242000,55000,114000,135000,13,6,2,12,5,0,0,0,0,0,0,0,66,Late Senior,Boomers,3552,2,0,33,859000,0.0
S1,Janda,79946000.0,0,0,2014-05-12,19,395000,183000,565000,166000,141000,28000,1,5,11,5,3,0,0,0,0,0,0,0,56,Senior,Gen X,3063,0,0,22,1478000,0.0
S2,Cerai,35416000.0,0,0,2013-06-13,62,248000,3000,81000,4000,3000,51000,3,7,1,5,8,0,0,0,0,0,0,0,73,Late Senior,Boomers,3396,0,0,16,390000,0.0
